Aired,Aired
1905-05-13,5/13/1905
2011-08-26,8/26/2011
2015-07-23,7/23/2015
2007-07-25,7/25/2007
2005-07-27,7/27/2005
2015-09-26,9/26/2015
1947-09-25,9/25/1947
1905-05-09,5/9/1905
1905-05-14,5/14/1905
1905-05-29,5/29/1905
2015-07-04,7/4/2015
1905-07-03,7/3/1905
1905-06-25,6/25/1905
1905-06-27,6/27/1905
1905-06-26,6/26/1905
1905-06-24,6/24/1905
1905-06-26,6/26/1905
2014-08-08,8/8/2014
2015-04-17,4/17/2015
2015-04-24,4/24/2015
1905-05-09,5/9/1905
1905-05-09,5/9/1905
1957-08-20,8/20/1957
1905-05-10,5/10/1905
1905-05-11,5/11/1905
1905-05-12,5/12/1905
1957-10-29,10/29/1957
1905-05-15,5/15/1905
1905-05-12,5/12/1905
1905-05-12,5/12/1905
1905-05-14,5/14/1905
1905-05-15,5/15/1905
1905-05-18,5/18/1905
1905-06-28,6/28/1905
1905-06-28,6/28/1905
2014-05-09,5/9/2014
2014-12-25,12/25/2014
2014-08-13,8/13/2014
2015-07-07,7/7/2015
1905-07-04,7/4/1905
1905-07-02,7/2/1905
1905-06-30,6/30/1905
1956-11-01,11/1/1956
1957-03-01,3/1/1957
1905-06-22,6/22/1905
1905-06-30,6/30/1905
1905-07-05,7/5/1905
1905-07-02,7/2/1905
1905-06-30,6/30/1905
1905-06-30,6/30/1905
1905-07-03,7/3/1905
2004-08-12,8/12/2004
1984-04-04,4/4/1984
2009-08-03,8/3/2009
2009-08-03,8/3/2009
1905-06-29,6/29/1905
1905-06-26,6/26/1905
1905-06-28,6/28/1905
2015-09-24,9/24/2015
2014-03-15,3/15/2014
2015-10-07,10/7/2015
2013-02-07,2/7/2013
2013-07-15,7/15/2013
1905-07-05,7/5/1905
1905-05-28,5/28/1905
1905-05-18,5/18/1905
1905-05-19,5/19/1905
1905-05-24,5/24/1905
1905-05-24,5/24/1905
1905-06-23,6/23/1905
2000-08-21,8/21/2000
1999-07-30,7/30/1999
1905-07-06,7/6/1905
2011-06-15,6/15/2011
1905-07-07,7/7/1905
2015-05-31,5/31/2015
1905-04-21,4/21/1905
2015-11-02,11/2/2015
2015-12-24,12/24/2015
2016-07-02,7/2/2016
2016-10-05,10/5/2016
1905-04-18,4/18/1905
1905-04-18,4/18/1905
1987-06-27,6/27/1987
1991-04-01,4/1/1991
1991-04-08,4/8/1991
1988-04-04,4/4/1988
1988-04-07,4/7/1988
1988-12-04,12/4/1988
2015-04-04,4/4/2015
1997-12-24,12/24/1997
1995-06-29,6/29/1995
2015-04-11,4/11/2015
1905-06-14,6/14/1905
1905-04-22,4/22/1905
1905-07-03,7/3/1905
2006-11-24,11/24/2006
1905-06-18,6/18/1905
1905-06-15,6/15/1905
2012-07-10,7/10/2012
2014-10-01,10/1/2014
1905-06-29,6/29/1905
1905-06-26,6/26/1905
1905-07-02,7/2/1905
2014-12-26,12/26/2014
1905-06-15,6/15/1905
2010-09-27,9/27/2010
1905-06-28,6/28/1905
1992-12-24,12/24/1992
1997-11-21,11/21/1997
1905-05-24,5/24/1905
2003-04-25,4/25/2003
1905-06-03,6/3/1905
1905-06-03,6/3/1905
1905-06-04,6/4/1905
1975-12-05,12/5/1975
1976-06-07,6/7/1976
1978-02-04,2/4/1978
1983-04-03,4/3/1983
1986-12-01,12/1/1986
1905-06-01,6/1/1905
1964-06-26,6/26/1964
2014-07-04,7/4/2014
1984-10-02,10/2/1984
1991-12-02,12/2/1991
1984-04-06,4/6/1984
1983-04-05,4/5/1983
2028-07-01,7/1/2028
2014-03-28,3/28/2014
1905-07-03,7/3/1905
2014-05-21,5/21/2014
2015-07-02,7/2/2015
2015-01-09,1/9/2015
2014-09-11,9/11/2014
2014-09-18,9/18/2014
1981-07-16,7/16/1981
1982-07-10,7/10/1982
1983-08-04,8/4/1983
2003-12-20,12/20/2003
2011-01-27,1/27/2011
2014-10-08,10/8/2014
2015-01-31,1/31/2015
2014-07-15,7/15/2014
2012-09-10,9/10/2012
2013-06-17,6/17/2013
1905-05-31,5/31/1905
1999-04-05,4/5/1999
1905-06-19,6/19/1905
1991-04-01,4/1/1991
2012-12-25,12/25/2012
1997-04-07,4/7/1997
1994-04-04,4/4/1994
1999-03-06,3/6/1999
2015-07-07,7/7/2015
1995-10-21,10/21/1995
1995-10-21,10/21/1995
2015-07-10,7/10/2015
2015-05-22,5/22/2015
1986-04-01,4/1/1986
2015-01-05,1/5/2015
2015-04-03,4/3/2015
2015-03-08,3/8/2015
2011-08-18,8/18/2011
2015-10-03,10/3/2015
2005-03-13,3/13/2005
1905-06-06,6/6/1905
2004-10-23,10/23/2004
2015-04-06,4/6/2015
2006-07-28,7/28/2006
2011-01-28,1/28/2011
2012-01-27,1/27/2012
2011-12-23,12/23/2011
2012-11-16,11/16/2012
2012-07-10,7/10/2012
2013-04-25,4/25/2013
2013-07-15,7/15/2013
2009-08-09,8/9/2009
2015-01-26,1/26/2015
1905-06-03,6/3/1905
1978-12-07,12/7/1978
1905-05-29,5/29/1905
2013-04-01,4/1/2013
1995-10-02,10/2/1995
1976-04-01,4/1/1976
1905-07-06,7/6/1905
1979-12-06,12/6/1979
2014-09-24,9/24/2014
2005-10-01,10/1/2005
1905-07-05,7/5/1905
1905-04-10,4/10/1905
1905-07-04,7/4/1905
2012-12-21,12/21/2012
2015-10-08,10/8/2015
2015-07-22,7/22/2015
2011-11-04,11/4/2011
2015-03-06,3/6/2015
1905-06-08,6/8/1905
2015-02-01,2/1/2015
2015-02-02,2/2/2015
2012-02-01,2/1/2012
1968-08-05,8/5/1968
2003-07-12,7/12/2003
2015-07-03,7/3/2015
2015-06-26,6/26/2015
1977-08-04,8/4/1977
2012-12-02,12/2/2012
2012-02-02,2/2/2012
1905-06-29,6/29/1905
1905-06-26,6/26/1905
1905-06-24,6/24/1905
1905-06-24,6/24/1905
1905-06-28,6/28/1905
1999-01-15,1/15/1999
2015-02-28,2/28/2015
1999-02-13,2/13/1999
2015-04-06,4/6/2015
2015-04-02,4/2/2015
2009-06-03,6/3/2009
1905-06-30,6/30/1905
2015-01-23,1/23/2015
2015-07-11,7/11/2015
1905-06-29,6/29/1905
2015-05-29,5/29/2015
2015-05-29,5/29/2015
2012-09-01,9/1/2012
2014-11-21,11/21/2014
2014-04-30,4/30/2014
2014-07-10,7/10/2014
2015-11-02,11/2/2015
2015-07-12,7/12/2015
2007-02-09,2/9/2007
2001-07-20,7/20/2001
2001-11-23,11/23/2001
1905-06-16,6/16/1905
1905-06-27,6/27/1905
2015-05-22,5/22/2015
2015-10-05,10/5/2015
2014-05-22,5/22/2014
2015-10-06,10/6/2015
1905-06-11,6/11/1905
2015-02-23,2/23/2015
2015-11-14,11/14/2015
2015-11-01,11/1/2015
2015-03-18,3/18/2015
2015-10-03,10/3/2015
2015-03-10,3/10/2015
1970-01-01,1/1/1970
2015-07-08,7/8/2015
2015-03-31,3/31/2015
2015-04-24,4/24/2015
2015-09-12,9/12/2015
2015-11-25,11/25/2015
2015-03-04,3/4/2015
1905-05-21,5/21/1905
1905-05-23,5/23/1905
1905-05-25,5/25/1905
1905-05-28,5/28/1905
1905-05-27,5/27/1905
1905-05-31,5/31/1905
1905-06-01,6/1/1905
1905-06-02,6/2/1905
1905-06-05,6/5/1905
1905-06-07,6/7/1905
1905-06-07,6/7/1905
1905-06-09,6/9/1905
1905-06-09,6/9/1905
1905-06-12,6/12/1905
2015-03-30,3/30/2015
2011-08-11,8/11/2011
2015-07-18,7/18/2015
2016-02-20,2/20/2016
2015-06-17,6/17/2015
2012-07-05,7/5/2012
2015-07-03,7/3/2015
2015-03-16,3/16/2015
1982-04-29,4/29/1982
2013-04-27,4/27/2013
2015-10-10,10/10/2015
2015-09-18,9/18/2015
2016-01-26,1/26/2016
2013-07-31,7/31/2013
2015-09-18,9/18/2015
2015-10-06,10/6/2015
2014-10-15,10/15/2014
2015-06-23,6/23/2015
2015-10-26,10/26/2015
2015-07-02,7/2/2015
2015-07-03,7/3/2015
2015-07-04,7/4/2015
2015-07-03,7/3/2015
2015-10-10,10/10/2015
2015-04-29,4/29/2015
2015-05-20,5/20/2015
1905-06-21,6/21/1905
1905-07-02,7/2/1905
1905-06-27,6/27/1905
1905-06-30,6/30/1905
1905-07-01,7/1/1905
1905-07-01,7/1/1905
1905-07-01,7/1/1905
1905-07-01,7/1/1905
1905-07-01,7/1/1905
1905-07-01,7/1/1905
1905-06-27,6/27/1905
1905-07-01,7/1/1905
1993-06-01,6/1/1993
2009-07-20,7/20/2009
1905-07-03,7/3/1905
2005-01-31,1/31/2005
2015-04-04,4/4/2015
2015-04-03,4/3/2015
2014-11-24,11/24/2014
2015-08-28,8/28/2015
2015-12-05,12/5/2015
2015-04-04,4/4/2015
1905-07-01,7/1/1905
2015-12-11,12/11/2015
1905-06-05,6/5/1905
1998-11-27,11/27/1998
2007-05-02,5/2/2007
2004-12-22,12/22/2004
2004-12-22,12/22/2004
1905-06-30,6/30/1905
2011-11-15,11/15/2011
2014-10-21,10/21/2014
2012-02-07,2/7/2012
2011-04-21,4/21/2011
2015-07-05,7/5/2015
2015-03-20,3/20/2015
2014-06-25,6/25/2014
2015-01-07,1/7/2015
2014-12-24,12/24/2014
2013-12-29,12/29/2013
1905-06-29,6/29/1905
1992-04-01,4/1/1992
1998-04-01,4/1/1998
1999-09-15,9/15/1999
1981-07-25,7/25/1981
2015-05-01,5/1/2015
1905-07-14,7/14/1905
1948-02-01,2/1/1948
2015-09-30,9/30/2015
2015-06-26,6/26/2015
2014-04-28,4/28/2014
2015-03-27,3/27/2015
2001-08-24,8/24/2001
2015-04-03,4/3/2015
2014-04-12,4/12/2014
1905-07-03,7/3/1905
2002-06-01,6/1/2002
2014-01-04,1/4/2014
2018-04-12,4/12/2018
2017-01-11,1/11/2017
2015-03-29,3/29/2015
2015-03-18,3/18/2015
2015-10-03,10/3/2015
2015-10-05,10/5/2015
2015-04-01,4/1/2015
2011-03-26,3/26/2011
2015-10-02,10/2/2015
1905-05-30,5/30/1905
2015-08-28,8/28/2015
2016-08-21,8/21/2016
2015-01-01,1/1/2015
2015-09-19,9/19/2015
2015-06-26,6/26/2015
2015-10-03,10/3/2015
2014-05-11,5/11/2014
2015-10-03,10/3/2015
2015-01-19,1/19/2015
1905-05-28,5/28/1905
2015-07-07,7/7/2015
1989-02-08,2/8/1989
2014-08-26,8/26/2014
2011-11-14,11/14/2011
2013-04-12,4/12/2013
2015-06-26,6/26/2015
2015-06-05,6/5/2015
2015-03-20,3/20/2015
2008-04-10,4/10/2008
2015-01-05,1/5/2015
2015-10-09,10/9/2015
2015-04-17,4/17/2015
2006-07-19,7/19/2006
1905-07-03,7/3/1905
2015-08-26,8/26/2015
1983-07-20,7/20/1983
2012-09-26,9/26/2012
2011-06-19,6/19/2011
2015-10-06,10/6/2015
2015-10-03,10/3/2015
2016-10-08,10/8/2016
2016-01-08,1/8/2016
2015-07-24,7/24/2015
1905-06-15,6/15/1905
1905-06-26,6/26/1905
1905-05-28,5/28/1905
1905-05-28,5/28/1905
1905-06-24,6/24/1905
1905-06-01,6/1/1905
1905-06-24,6/24/1905
1905-06-24,6/24/1905
1905-05-25,5/25/1905
2016-01-29,1/29/2016
2015-04-23,4/23/2015
2015-07-05,7/5/2015
2016-12-23,12/23/2016
2015-04-24,4/24/2015
2011-12-16,12/16/2011
2015-07-14,7/14/2015
2015-08-20,8/20/2015
2016-02-06,2/6/2016
2015-06-24,6/24/2015
2015-10-02,10/2/2015
2017-04-14,4/14/2017
2015-03-28,3/28/2015
2017-04-08,4/8/2017
2015-10-10,10/10/2015
2014-04-18,4/18/2014
2015-10-02,10/2/2015
2015-07-31,7/31/2015
2015-07-10,7/10/2015
2015-03-14,3/14/2015
2015-10-07,10/7/2015
2016-01-11,1/11/2016
2015-04-10,4/10/2015
2012-12-12,12/12/2012
2010-06-10,6/10/2010
2012-09-03,9/3/2012
2015-10-10,10/10/2015
1905-06-20,6/20/1905
1905-06-28,6/28/1905
1905-06-27,6/27/1905
1905-06-29,6/29/1905
1905-07-03,7/3/1905
1905-07-03,7/3/1905
1905-06-25,6/25/1905
2015-05-04,5/4/2015
1905-05-18,5/18/1905
2015-07-03,7/3/2015
2015-05-07,5/7/2015
2015-07-07,7/7/2015
2017-05-06,5/6/2017
2015-05-18,5/18/2015
2015-07-08,7/8/2015
2015-06-12,6/12/2015
2016-04-05,4/5/2016
2015-05-30,5/30/2015
2015-07-18,7/18/2015
2016-01-11,1/11/2016
2015-08-28,8/28/2015
2015-05-22,5/22/2015
1905-06-26,6/26/1905
2015-07-24,7/24/2015
2016-05-01,5/1/2016
2001-08-24,8/24/2001
2015-07-08,7/8/2015
2015-04-24,4/24/2015
2016-01-14,1/14/2016
1905-07-03,7/3/1905
2015-04-07,4/7/2015
2015-08-22,8/22/2015
2015-10-10,10/10/2015
2015-07-06,7/6/2015
1905-06-26,6/26/1905
2013-04-23,4/23/2013
1905-06-22,6/22/1905
1905-07-02,7/2/1905
1905-07-05,7/5/1905
1905-07-05,7/5/1905
1905-07-05,7/5/1905
2015-11-27,11/27/2015
2016-05-06,5/6/2016
2016-09-23,9/23/2016
1990-08-16,8/16/1990
2015-03-30,3/30/2015
2015-11-17,11/17/2015
1905-05-16,5/16/1905
2015-08-14,8/14/2015
2015-07-04,7/4/2015
2015-06-01,6/1/2015
2016-01-07,1/7/2016
2014-07-23,7/23/2014
2015-12-25,12/25/2015
2015-10-04,10/4/2015
2015-08-21,8/21/2015
2012-08-15,8/15/2012
2012-11-22,11/22/2012
1905-07-06,7/6/1905
2014-04-01,4/1/2014
2012-03-15,3/15/2012
2016-07-10,7/10/2016
2013-07-30,7/30/2013
2012-05-30,5/30/2012
2014-08-01,8/1/2014
2015-06-14,6/14/2015
1905-06-29,6/29/1905
2015-07-24,7/24/2015
2016-03-19,3/19/2016
2016-03-19,3/19/2016
2016-03-19,3/19/2016
2016-03-19,3/19/2016
2015-02-25,2/25/2015
2015-06-20,6/20/2015
1905-07-06,7/6/1905
1905-07-02,7/2/1905
1905-07-04,7/4/1905
1905-07-03,7/3/1905
1905-07-01,7/1/1905
1905-06-30,6/30/1905
1905-06-29,6/29/1905
1905-06-27,6/27/1905
1905-07-01,7/1/1905
1905-06-22,6/22/1905
1905-06-21,6/21/1905
1905-06-22,6/22/1905
1905-06-23,6/23/1905
1905-06-22,6/22/1905
1905-06-22,6/22/1905
1997-07-01,7/1/1997
2015-07-05,7/5/2015
2015-10-04,10/4/2015
2016-02-06,2/6/2016
2015-07-23,7/23/2015
2015-11-20,11/20/2015
1980-04-19,4/19/1980
2018-02-15,2/15/2018
1905-06-22,6/22/1905
1992-11-14,11/14/1992
2005-04-01,4/1/2005
1971-03-20,3/20/1971
1993-08-03,8/3/1993
1905-06-27,6/27/1905
1905-06-26,6/26/1905
2015-05-14,5/14/2015
1905-05-05,5/5/1905
1905-06-15,6/15/1905
1905-06-17,6/17/1905
1905-06-28,6/28/1905
1905-06-09,6/9/1905
1905-06-14,6/14/1905
1905-06-18,6/18/1905
1905-06-20,6/20/1905
1905-06-20,6/20/1905
1905-06-21,6/21/1905
1905-06-23,6/23/1905
1905-06-09,6/9/1905
2006-04-26,4/26/2006
2015-03-23,3/23/2015
2015-07-07,7/7/2015
2015-10-19,10/19/2015
1905-06-20,6/20/1905
1905-06-16,6/16/1905
1905-06-10,6/10/1905
1905-06-12,6/12/1905
1905-06-11,6/11/1905
1905-06-19,6/19/1905
1905-06-19,6/19/1905
1905-06-12,6/12/1905
1905-06-18,6/18/1905
1905-06-18,6/18/1905
1905-06-19,6/19/1905
1905-06-16,6/16/1905
2012-07-01,7/1/2012
1905-06-22,6/22/1905
1905-06-13,6/13/1905
1975-06-21,6/21/1975
2015-10-07,10/7/2015
2014-05-19,5/19/2014
2014-04-25,4/25/2014
2007-05-04,5/4/2007
2013-03-20,3/20/2013
2015-06-13,6/13/2015
2016-01-08,1/8/2016
2015-10-01,10/1/2015
2014-08-29,8/29/2014
2016-04-04,4/4/2016
2015-11-11,11/11/2015
2015-12-24,12/24/2015
2002-08-17,8/17/2002
2002-04-08,4/8/2002
2015-10-24,10/24/2015
2015-09-25,9/25/2015
2015-05-15,5/15/2015
2015-06-20,6/20/2015
2015-06-27,6/27/2015
2011-04-06,4/6/2011
2015-05-13,5/13/2015
2015-07-04,7/4/2015
2013-05-29,5/29/2013
2013-05-29,5/29/2013
2015-07-20,7/20/2015
2016-04-07,4/7/2016
2015-10-04,10/4/2015
2015-06-17,6/17/2015
2016-04-01,4/1/2016
2015-08-28,8/28/2015
2015-06-25,6/25/2015
2014-09-20,9/20/2014
2015-06-24,6/24/2015
2015-06-24,6/24/2015
2016-07-02,7/2/2016
2010-03-01,3/1/2010
2014-09-27,9/27/2014
2015-05-11,5/11/2015
2007-08-04,8/4/2007
2015-10-02,10/2/2015
2015-09-25,9/25/2015
2015-07-08,7/8/2015
2015-07-05,7/5/2015
1905-06-20,6/20/1905
1996-11-01,11/1/1996
1905-07-03,7/3/1905
2015-06-26,6/26/2015
2015-09-25,9/25/2015
2015-10-04,10/4/2015
2015-10-04,10/4/2015
2015-07-01,7/1/2015
2015-06-26,6/26/2015
2015-10-04,10/4/2015
2016-01-23,1/23/2016
1905-06-27,6/27/1905
2016-03-09,3/9/2016
2016-10-08,10/8/2016
2015-10-28,10/28/2015
2016-01-10,1/10/2016
2015-06-24,6/24/2015
2015-06-02,6/2/2015
2014-07-30,7/30/2014
2015-06-19,6/19/2015
2015-04-02,4/2/2015
2016-01-12,1/12/2016
2015-10-06,10/6/2015
2015-07-09,7/9/2015
2016-10-02,10/2/2016
2015-10-04,10/4/2015
2015-09-18,9/18/2015
2015-10-11,10/11/2015
2016-03-05,3/5/2016
2015-12-23,12/23/2015
2013-01-19,1/19/2013
2013-09-11,9/11/2013
2015-10-07,10/7/2015
2016-01-08,1/8/2016
2015-10-03,10/3/2015
2016-07-05,7/5/2016
2016-07-16,7/16/2016
2013-10-11,10/11/2013
2015-09-16,9/16/2015
2015-08-22,8/22/2015
2016-02-20,2/20/2016
2015-06-08,6/8/2015
2015-08-07,8/7/2015
2015-04-06,4/6/2015
2016-04-04,4/4/2016
2015-11-27,11/27/2015
2016-04-23,4/23/2016
2010-05-26,5/26/2010
2015-10-04,10/4/2015
2015-07-15,7/15/2015
2014-08-10,8/10/2014
1905-06-03,6/3/1905
1905-06-04,6/4/1905
1905-06-04,6/4/1905
1905-06-05,6/5/1905
1905-06-06,6/6/1905
1905-06-07,6/7/1905
1905-06-08,6/8/1905
1905-06-09,6/9/1905
1905-06-09,6/9/1905
1905-06-10,6/10/1905
1905-06-11,6/11/1905
1905-06-12,6/12/1905
2016-02-13,2/13/2016
2015-12-09,12/9/2015
2015-08-22,8/22/2015
2015-12-25,12/25/2015
2011-02-23,2/23/2011
1905-06-28,6/28/1905
2015-07-18,7/18/2015
2011-07-22,7/22/2011
1905-07-05,7/5/1905
1905-07-05,7/5/1905
2009-03-06,3/6/2009
2015-10-04,10/4/2015
2015-07-03,7/3/2015
1983-07-01,7/1/1983
2015-07-23,7/23/2015
2015-07-24,7/24/2015
2016-05-02,5/2/2016
2015-10-30,10/30/2015
2016-04-05,4/5/2016
2016-10-07,10/7/2016
2014-07-12,7/12/2014
1980-12-01,12/1/1980
2015-08-02,8/2/2015
2015-08-01,8/1/2015
2015-08-26,8/26/2015
2015-07-30,7/30/2015
2016-04-10,4/10/2016
2016-08-06,8/6/2016
2015-10-04,10/4/2015
2016-04-10,4/10/2016
2015-07-31,7/31/2015
2016-05-02,5/2/2016
2016-01-04,1/4/2016
2015-09-03,9/3/2015
2015-10-07,10/7/2015
2015-10-30,10/30/2015
2015-10-23,10/23/2015
2015-10-16,10/16/2015
2016-03-17,3/17/2016
2015-12-04,12/4/2015
2016-04-07,4/7/2016
2016-04-05,4/5/2016
2015-10-03,10/3/2015
2016-01-10,1/10/2016
2016-07-08,7/8/2016
2016-11-26,11/26/2016
2017-01-07,1/7/2017
2014-03-07,3/7/2014
2015-10-16,10/16/2015
2013-08-24,8/24/2013
2016-04-02,4/2/2016
2018-04-03,4/3/2018
2015-08-14,8/14/2015
2016-04-12,4/12/2016
2015-10-06,10/6/2015
2016-01-07,1/7/2016
2015-02-25,2/25/2015
2012-01-12,1/12/2012
2016-01-07,1/7/2016
2015-03-21,3/21/2015
2017-10-07,10/7/2017
2014-08-21,8/21/2014
2010-02-01,2/1/2010
2015-04-12,4/12/2015
2015-09-05,9/5/2015
2010-10-11,10/11/2010
2016-04-07,4/7/2016
2016-01-05,1/5/2016
2016-08-13,8/13/2016
2016-02-27,2/27/2016
2016-07-23,7/23/2016
2015-10-06,10/6/2015
2015-08-22,8/22/2015
2002-08-25,8/25/2002
2016-04-03,4/3/2016
2015-06-26,6/26/2015
2016-04-10,4/10/2016
2014-09-30,9/30/2014
2015-08-07,8/7/2015
1905-07-01,7/1/1905
1905-06-30,6/30/1905
1905-06-30,6/30/1905
1905-07-01,7/1/1905
1905-07-01,7/1/1905
1905-07-03,7/3/1905
2014-10-30,10/30/2014
1905-06-28,6/28/1905
2011-04-18,4/18/2011
2015-11-27,11/27/2015
2015-10-13,10/13/2015
2015-08-01,8/1/2015
2015-12-23,12/23/2015
2011-03-26,3/26/2011
2019-01-21,1/21/2019
2015-10-02,10/2/2015
2016-01-08,1/8/2016
2009-09-01,9/1/2009
2015-10-04,10/4/2015
2012-08-30,8/30/2012
2016-01-27,1/27/2016
2016-03-30,3/30/2016
2015-10-11,10/11/2015
2016-01-05,1/5/2016
2015-10-02,10/2/2015
2015-09-06,9/6/2015
2015-10-17,10/17/2015
2015-08-11,8/11/2015
2016-04-11,4/11/2016
2015-10-13,10/13/2015
2012-08-15,8/15/2012
2015-10-11,10/11/2015
1993-01-22,1/22/1993
2015-10-06,10/6/2015
2016-01-16,1/16/2016
2012-11-21,11/21/2012
1905-06-11,6/11/1905
1905-06-12,6/12/1905
1905-06-06,6/6/1905
1905-06-06,6/6/1905
1905-06-27,6/27/1905
1905-06-12,6/12/1905
2016-10-07,10/7/2016
2015-10-29,10/29/2015
2015-09-16,9/16/2015
2016-10-15,10/15/2016
2015-06-29,6/29/2015
2014-11-12,11/12/2014
2014-09-01,9/1/2014
2015-08-28,8/28/2015
2016-04-09,4/9/2016
2016-06-30,6/30/2016
2015-09-14,9/14/2015
2016-01-10,1/10/2016
2015-08-28,8/28/2015
2017-04-02,4/2/2017
2016-04-02,4/2/2016
2016-10-02,10/2/2016
2016-01-07,1/7/2016
2015-08-27,8/27/2015
2016-01-08,1/8/2016
2016-01-09,1/9/2016
1905-07-01,7/1/1905
2015-05-11,5/11/2015
2015-09-25,9/25/2015
1905-07-04,7/4/1905
1905-06-30,6/30/1905
1905-06-28,6/28/1905
1905-06-26,6/26/1905
2016-09-03,9/3/2016
2016-10-08,10/8/2016
2015-10-24,10/24/2015
2015-10-30,10/30/2015
2017-03-18,3/18/2017
2015-09-01,9/1/2015
2015-12-16,12/16/2015
2013-08-22,8/22/2013
2015-11-27,11/27/2015
2015-08-28,8/28/2015
2016-04-04,4/4/2016
2015-08-14,8/14/2015
2013-01-05,1/5/2013
2014-08-04,8/4/2014
2014-09-25,9/25/2014
2000-06-29,6/29/2000
2016-08-19,8/19/2016
2016-04-06,4/6/2016
2015-09-18,9/18/2015
2015-03-15,3/15/2015
2014-06-14,6/14/2014
1905-07-02,7/2/1905
2013-04-23,4/23/2013
2012-01-17,1/17/2012
2011-05-13,5/13/2011
1905-06-28,6/28/1905
1905-07-04,7/4/1905
1993-12-02,12/2/1993
1990-02-10,2/10/1990
2005-01-09,1/9/2005
1905-07-01,7/1/1905
2015-03-30,3/30/2015
1905-06-21,6/21/1905
2015-12-04,12/4/2015
2016-07-06,7/6/2016
2016-01-08,1/8/2016
2016-02-26,2/26/2016
2016-03-30,3/30/2016
2016-07-02,7/2/2016
2016-08-28,8/28/2016
2009-12-21,12/21/2009
2016-04-04,4/4/2016
2015-12-18,12/18/2015
2016-04-02,4/2/2016
2015-10-06,10/6/2015
2015-10-02,10/2/2015
2016-04-16,4/16/2016
2015-10-05,10/5/2015
2015-10-05,10/5/2015
2015-09-30,9/30/2015
2000-09-29,9/29/2000
2016-01-21,1/21/2016
2015-12-25,12/25/2015
2015-10-03,10/3/2015
2016-08-19,8/19/2016
2017-01-06,1/6/2017
1905-06-07,6/7/1905
1905-07-03,7/3/1905
1905-06-07,6/7/1905
2016-01-09,1/9/2016
2016-07-23,7/23/2016
2016-07-09,7/9/2016
2017-02-18,2/18/2017
1905-07-05,7/5/1905
2016-07-08,7/8/2016
2015-12-24,12/24/2015
2015-10-03,10/3/2015
2015-10-07,10/7/2015
2017-01-10,1/10/2017
2015-09-25,9/25/2015
2015-12-25,12/25/2015
2016-04-28,4/28/2016
2016-01-07,1/7/2016
2016-01-12,1/12/2016
2016-01-06,1/6/2016
2016-04-09,4/9/2016
2016-04-03,4/3/2016
2015-09-27,9/27/2015
2016-02-05,2/5/2016
2017-01-21,1/21/2017
2016-02-05,2/5/2016
2016-07-03,7/3/2016
2016-01-29,1/29/2016
2016-01-16,1/16/2016
2015-09-27,9/27/2015
1905-07-04,7/4/1905
1905-07-05,7/5/1905
2013-08-02,8/2/2013
2014-09-16,9/16/2014
2015-07-15,7/15/2015
2016-07-06,7/6/2016
2015-10-12,10/12/2015
2016-01-08,1/8/2016
2015-08-26,8/26/2015
2017-05-27,5/27/2017
2016-01-11,1/11/2016
2016-11-30,11/30/2016
2015-10-16,10/16/2015
2016-02-06,2/6/2016
2016-03-25,3/25/2016
1987-07-21,7/21/1987
2014-12-01,12/1/2014
2005-12-01,12/1/2005
2002-04-04,4/4/2002
2000-08-03,8/3/2000
2015-10-13,10/13/2015
1998-10-02,10/2/1998
2016-03-18,3/18/2016
2016-02-07,2/7/2016
2015-12-11,12/11/2015
2016-02-26,2/26/2016
2016-01-10,1/10/2016
2012-04-23,4/23/2012
2014-03-03,3/3/2014
2015-09-30,9/30/2015
2011-02-28,2/28/2011
2015-12-12,12/12/2015
2016-04-16,4/16/2016
2009-09-25,9/25/2009
2015-10-23,10/23/2015
2012-11-01,11/1/2012
1936-11-01,11/1/1936
2016-01-07,1/7/2016
2015-12-25,12/25/2015
2016-03-12,3/12/2016
2015-11-14,11/14/2015
2012-12-01,12/1/2012
2014-12-10,12/10/2014
1905-06-26,6/26/1905
2016-04-07,4/7/2016
2018-04-13,4/13/2018
2016-04-02,4/2/2016
2015-12-19,12/19/2015
1986-04-04,4/4/1986
1938-04-20,4/20/1938
2016-07-08,7/8/2016
2016-07-04,7/4/2016
2016-04-03,4/3/2016
2013-04-19,4/19/2013
2013-10-04,10/4/2013
2015-08-26,8/26/2015
2014-07-01,7/1/2014
1905-06-10,6/10/1905
2015-12-25,12/25/2015
2015-10-29,10/29/2015
2016-04-16,4/16/2016
2016-01-27,1/27/2016
2012-12-19,12/19/2012
2016-10-06,10/6/2016
2016-04-23,4/23/2016
2016-01-11,1/11/2016
2015-12-04,12/4/2015
2016-02-24,2/24/2016
2016-04-16,4/16/2016
2016-01-01,1/1/2016
2016-04-05,4/5/2016
2016-01-08,1/8/2016
2016-03-11,3/11/2016
2016-05-06,5/6/2016
2016-01-29,1/29/2016
2016-01-09,1/9/2016
2016-01-29,1/29/2016
2015-12-01,12/1/2015
2015-12-15,12/15/2015
2017-04-07,4/7/2017
2015-02-04,2/4/2015
2016-10-02,10/2/2016
2016-07-05,7/5/2016
2014-08-21,8/21/2014
2015-12-19,12/19/2015
2015-10-30,10/30/2015
2016-04-27,4/27/2016
2016-01-02,1/2/2016
2015-11-21,11/21/2015
2016-10-14,10/14/2016
1997-12-02,12/2/1997
1992-06-02,6/2/1992
2016-01-09,1/9/2016
